zip,file,title,type,file_count,fullCaseName_count
104440.zip,content/104440/000753c5-a58e-488a-86a7-ec312fd47962,US Cases/Judicial Panel on Multidistrict Litigation Cases [PCSI-104440],states,5676,48653
10617.zip,content/10617/000c3c8b-8283-4e9c-9caf-7b5cd76b79ce,US Cases/TX Supreme Court Cases from 1840 [PCSI-10617],states,6313,350614
10618.zip,content/10618/0002f157-424d-4e8c-b3d0-b5ec9b80bd11,US Cases/TX Court of Appeals and Court of Civil Appeals Cases from 1892 [PCSI-10618],states,47659,1513522
10619.zip,content/10619/000893b0-40d9-442a-b247-f4c3328f9c72,US Cases/TX Court of Criminal Appeals Cases from 1879 [PCSI-10619],states,7329,998546
10645.zip,content/10645/000a2dea-491c-4ef4-b3ec-5ffe1e65fb26,US Cases/TN Court of Appeals Cases from 1925 [PCSI-10645],states,12514,252560
10646.zip,content/10646/000055fc-fb54-4eff-8637-e0125de47ca2,US Cases/TN Court of Criminal Appeals Cases from 1967 [PCSI-10646],states,16367,233685
10647.zip,content/10647/000165fd-0aa9-431d-bf31-934d7f7efdd2,US Cases/TN Supreme Court Cases from 1791 [PCSI-10647],states,6436,454459
10774.zip,content/10774/001e2e8e-a2fc-4892-9ec5-02f093cf8c97,Cases/UT Supreme Court Cases from 1861 [PCSI-10774],states,3253,171615
10775.zip,content/10775/0000ab90-a2a5-40df-b7d2-7b7bc5ecc02f,Cases/UT Court of Appeals Cases from 1987 [PCSI-10775],states,4941,79371
10810.zip,content/10810/000c9bbe-2764-4ae1-9500-162085b90f9a,US Cases/VA Supreme Court Cases from 1730 [PCSI-10810],states,3240,213852
10812.zip,content/10812/0002757a-d046-4244-b084-b01bb64393d6,US Cases/VA Court of Appeals Cases from 1985 [PCSI-10812],states,5041,127111
10840.zip,content/10840/001a9486-035f-4aa2-a4ba-97a1c1db681c,Cases/WA Supreme Court Cases from 1854 [PCSI-10840],states,7735,592316
10841.zip,content/10841/0000d30f-6250-42c9-9d90-c94963e397b9,US Cases/WA Court of Appeals Cases from 1969 [PCSI-10841],states,15931,819096
10983.zip,content/10983/00137228-e1b9-47b1-a7e2-242a70907322,US Cases/WI Supreme Court Cases from 1839 [PCSI-10983],states,4795,646875
10984.zip,content/10984/00004e24-fc63-4312-a5bc-fec307f11333,US Cases/WI Court of Appeals Cases from 1978 [PCSI-10984],states,12972,429460
11009.zip,content/11009/001ecf4c-bcf1-4b01-b5f4-9bd2174722bc,US Cases/WY Supreme Court Cases from 1870 [PCSI-11009],states,4388,102162
11031.zip,content/11031/000b7be0-348c-4803-9758-ea46403ff496,US Cases/NE Court of Appeals Cases from 1992 [PCSI-11031],states,3902,61632
138865.zip,content/138865/006917fc-7b75-4068-9d86-127e2419ff23,US Cases/MN Tax Court Decisions [PCSI-138865],states,1328,55850
144753.zip,content/144753/00091a4e-c0fc-49f3-99fd-bee3cabd878d,Cases/SD Supreme Court Cases from 1867 [PCSI-144753],states,2399,168836
144757.zip,content/144757/00056da2-1205-4577-9ff5-94a3ad87c0f9,US Cases/WV Supreme Court Cases from 1864 [PCSI-144757],states,6988,294434
144909.zip,content/144909/000400b0-e2ee-49d3-be81-a6e06fc4790c,"US Cases/NV Supreme Court Cases, Published from 1865 [PCSI-144909]",states,6711,474552
144912.zip,content/144912/0000529a-18f2-4300-a554-f29a25834855,US Cases/DE Family Court Cases from 1979 [PCSI-144912],states,939,30939
147716.zip,content/147716/004eb80f-794c-4ae6-8b40-2536572bebf7,US Cases/NJ Miscellaneous Cases 1923 - 1949 [PCSI-147716],states,46,16168
152580.zip,content/152580/00015822-02ac-4177-b5d5-c5ae5f24b0a7,Cases/MS Court of Appeals Cases from 1995 [PCSI-152580],states,7461,145713
152583.zip,content/152583/000d4041-16e3-4de3-b4eb-9ad9eece8cb6,US Cases/MS Supreme Court Cases from 1818 [PCSI-152583],states,6264,479489
157147.zip,content/157147/000b2bf7-3167-4dfd-b3a2-07a72cca3455,US Cases/VA Circuit Court Cases from 1855 [PCSI-157147],states,4440,120740
158150.zip,content/158150/001173ef-57a0-4510-aa8e-843ad18ee64d,US Cases/IA Court of Appeals Cases from 1977 [PCSI-158150],states,9026,339517
158155.zip,content/158155/003528d2-53e0-484c-9674-963e9e7b6325,Cases/IA Supreme Court Cases from 1839 [PCSI-158155],states,3125,520422
160930.zip,content/160930/00134171-9eb9-45a2-b669-7bdf9a43fd4f,US Cases/PR - Decisiones del Tribunal Supremo de Puerto Rico [PCSI-160930],states,3363,299986
161020.zip,content/161020/000f1413-17dd-48c1-9196-7501776fd6e1,US Cases/PR - Decisiones del Tribunal de Apelaciones de PR [PCSI-161020],states,2660,626136
165684.zip,content/165684/000a9d15-c56a-49e3-9a68-2f16075f26f3,US Cases/PA Court of Judicial Discipline Cases from 1994 [PCSI-165684],states,594,2516
168999.zip,content/168999/0033e83f-1e39-4ab0-847d-e7cd89277674,US Cases/MA Superior Court Cases from 1993 [PCSI-168999],states,4503,170639
211046.zip,content/211046/007f2b7e-3d03-4942-81e1-afc9be1b86ff,US Cases/Northern Mariana Islands Cases [PCSI-211046],states,685,5490
231001.zip,content/231001/0011cea9-830f-4cac-b699-d4736ab162c8,Cases/DE Court of Common Pleas Cases from 1972 [PCSI-231001],states,1815,16434
232224.zip,content/232224/1edca7fe-25e1-4c4b-9150-6dc741a76658,"Cases/TN Chancery Appeals Cases, 1895-1901 [PCSI-232224]",states,25,7064
232246.zip,content/232246/06df1e56-cbf0-4d73-830c-134ccac1ae1f,"US Cases/Indian Territory Reports, 1896-1907 [PCSI-232246]",states,29,5878
238029.zip,content/238029/008239f1-b90b-4130-8f5e-20a8eb6d3218,US Cases/CO Supreme Court Disciplinary Opinions from 1999 [PCSI-238029],states,983,11609
238061.zip,content/238061/0000b5ca-d4c4-44a6-96b4-a23b937c1522,Cases/RI Superior Court Decisions from 1980 [PCSI-238061],states,3054,61873
238109.zip,content/238109/0029fd1b-899b-4f7b-a56c-c9eb8a1cb274,US Cases/RI Supreme Court Cases from 1828 [PCSI-238109],states,3007,197134
246168.zip,content/246168/0057910c-cd4c-4539-8e43-b3e7fc5a2538,Cases/US Tax Court Summary Opinions [PCSI-246168],states,1420,28099
247784.zip,content/247784/001c1d28-3277-4827-9bcf-5bd3abb02a0a,US Cases/ME Superior Court Cases from 1979 [PCSI-247784],states,1140,80664
247785.zip,content/247785/00187cb4-ca22-494a-b396-9c1a475034e7,"Cases/MA District Court, Appellate Division Cases from 1990 [PCSI-247785]",states,892,30377
248673.zip,content/248673/000584af-b85e-4085-bf11-498c2c980a17,US Cases/ME Supreme Court Cases from 1820 [PCSI-248673],states,4814,250855
267065.zip,content/267065/00053b08-0b46-4dc4-a4d1-bc856a80af5c,US Cases/GU Supreme Court Cases from 1996 [PCSI-267065],states,907,6937
267370.zip,content/267370/002dbeb0-b1e9-4866-a819-b8b5b31268f6,US Cases/Massachusetts Land Court [PCSI-267370],states,3748,27874
274242.zip,content/274242/01a9cf15-c545-47a4-91d9-0dca7f85b21c,US Cases/IL Court of Claims Cases from 1889 [PCSI-274242],states,141,87739
288651.zip,content/288651/0010811d-bb1c-46c6-aafe-3d876ae65dab,US Cases/NC Business Court from 1996 Publication [PCSI-288651],states,3234,11914
291763.zip,content/291763/0020867f-fd8c-41b6-930f-a3df4f96c647,US Cases/MT State District Court [PCSI-291763],states,868,184668
291801.zip,content/291801/000e72fd-299c-4b85-a891-4ea46008aa72,US Cases/MT Supreme Court Cases from 1868 [PCSI-291801],states,7704,336452
292371.zip,content/292371/012a408c-3b4b-46a4-898c-19066b2137e0,US Cases/DC Superior Court of the District of Columbia from 2001 [PCSI-292371],states,626,3588
294185.zip,content/294185/016b37ec-41a5-449f-99af-686c66c017cf,US Cases/NJ Chancery Court Cases 1830 - 1948 [PCSI-294185],states,189,117798
294201.zip,content/294201/008011e5-e421-434b-8944-aacd6cbab972,US Cases/NJ Prerogative Court Cases 1831 - 1948 [PCSI-294201],states,55,7025
294204.zip,content/294204/06b768b3-f050-4c3c-8426-1596e0185bfd,Cases/NJ Supreme Court Cases (OLD) 1789 - 1948 [PCSI-294204],states,84,147604
298424.zip,content/298424/0009524d-f83a-42db-a85c-8525947499e0,US Cases/MT Water Court [PCSI-298424],states,365,6164
300823.zip,content/300823/0004072a-b035-4a9a-81e5-a4c0036d84cf,US Cases/PA County Decisions from 1918 [PCSI-300823],states,19290,682795
320087.zip,content/320087/0002d316-7a4b-4235-b87d-76054ac3ef21,Cases/KS Unpublished Cases from 2007 [PCSI-320087],states,6988,293750
320098.zip,content/320098/0004a580-69e3-4558-8d01-9d8d245560d9,Cases/SC Unpublished Cases from 2007 [PCSI-320098],states,6579,61474
320106.zip,content/320106/002dbfad-6fa3-406a-a451-dd3afa818444,US Cases/NM Unpublished Cases from 2007 [PCSI-320106],states,2492,36336
320107.zip,content/320107/00034092-3f6e-45c0-b0bb-d5336fccced1,US Cases/VT Unpublished Cases from 2007 [PCSI-320107],states,1679,34181
320108.zip,content/320108/0026068f-c98a-4b45-ab9f-326e3fc22850,Cases/TX Unpublished Cases from 2004 [PCSI-320108],states,7041,111591
320109.zip,content/320109/00019d0a-872d-4821-8bfc-4ee59dcbce2d,US Cases/ME Unpublished Cases from 2007 [PCSI-320109],states,1458,17526
320114.zip,content/320114/00021c5c-5f75-4cab-ba2d-624a1dbf66e9,Cases/LA Unpublished Cases from 2007 [PCSI-320114],states,6942,74716
320859.zip,content/320859/00200ecb-2eb6-488a-84f4-fb163d47601c,Cases/VI Supreme Court Cases from 2007 [PCSI-320859],states,1375,7681
323879.zip,content/323879/00049e49-b1f1-404b-9af8-4bb1d87ceb25,US Cases/VT Supreme Court Cases from 1826 [PCSI-323879],states,3116,202096
332106.zip,content/332106/000b9373-01cb-4116-9fba-5c93e146a8fc,US Cases/MD Circuit Court Cases of Maryland from 2003 [PCSI-332106],states,657,13015
343165.zip,content/343165/0004a4a6-8caa-4b83-917c-c602d686739b,Cases/NJ Unpublished Cases from 2005 [PCSI-343165],states,17507,387161
344574.zip,content/344574/000b200c-23bf-45c4-8060-46e6c1d313bf,US Cases/KY Unpublished Cases from 2003 [PCSI-344574],states,8295,181021
344575.zip,content/344575/0014769c-0352-4e29-85ab-c6c308e00fc7,US Cases/ID Unpublished Cases from 2009 [PCSI-344575],states,6380,43627
345352.zip,content/345352/00027ce1-fcdf-4607-ba4e-f71922c7507b,US Cases/IN Unpublished Cases from 2009 [PCSI-345352],states,13080,218698
345663.zip,content/345663/0065b761-5af3-4c47-a724-bf810a372c02,US Cases/State of California Commission on Judicial Performance [PCSI-345663],states,139,572
345916.zip,content/345916/000865a5-fd1f-4a47-a696-c11d0b08cf40,US Cases/Massachusetts Court of Appeals Unpublished [PCSI-345916],states,10246,140652
353012.zip,content/353012/0038b52b-9bb7-4b04-8461-a76f31486f50,US Cases/Arizona Tax Court Cases [PCSI-353012],states,193,4244
353017.zip,content/353017/0040b288-e068-4063-b4f5-b2bd6f4b4d14,Cases/Indiana Tax Court Cases [PCSI-353017],states,1050,10964
363835.zip,content/363835/00229b96-b7b1-4542-b327-f7400cb4a36f,US Cases/VT Superior Court Cases from 2002 [PCSI-363835],states,577,13427
366090.zip,content/366090/0004b4e0-e966-418b-80b8-aa22ced60328,US Cases/Pennsylvania Commonwealth Court - Unpublished [PCSI-366090],states,9835,100483
369696.zip,content/369696/000d96b0-fd91-4bdc-81c5-4d7116ad15cf,US Cases/NH Superior Court Cases from 1997 [PCSI-369696],states,602,10807
373135.zip,content/373135/00124ebb-4d8b-465e-b1be-0f6c194aab64,Cases/NH Supreme Court cases from 1816 [PCSI-373135],states,3535,218583
379075.zip,content/379075/0001c098-768e-4ffd-b011-f2adaffdd347,US Cases/Appellate Court of Illinois Unpublished [PCSI-379075],states,20599,211055
3809.zip,content/3809/01a892c7-4a87-45a6-9f00-dc1200afe84b,"Cases/AL Court of Appeals Cases, 1911-69 Publication [PCSI-3809]",states,150,112522
3812.zip,content/3812/000880f6-1aff-4318-a2f3-24d1d76459b5,US Cases/AL Court of Civil Appeals Cases from 1969 [PCSI-3812],states,5255,422185
3813.zip,content/3813/000b77ad-217d-424c-be47-7aa2aa327830,US Cases/AL Court of Criminal Appeals Cases from 1969 [PCSI-3813],states,4008,842600
3814.zip,content/3814/00018163-3ebb-4bcd-9e76-3644b79a8c37,US Cases/AL Supreme Court Cases from 1820 [PCSI-3814],states,4731,879649
3823.zip,content/3823/0001b994-ae71-453a-8d90-eebf4aef59ae,US Cases/AK Court of Appeals Cases from 1980 [PCSI-3823],states,4021,50779
3825.zip,content/3825/000c1b10-4481-4e74-a187-994222da9b4c,US Cases/AK Supreme Court Cases from 1959 [PCSI-3825],states,4096,81701
383309.zip,content/383309/48ce25dd-4757-44f9-b07c-56e6cdc20af7,US Cases/Arizona Supreme Court - Unpublished Cases [PCSI-383309],states,16,11
383310.zip,content/383310/00046ed2-5f6e-4b73-a8c9-16a157656c6a,US Cases/AZ Court of Appeals Unpublished Cases [PCSI-383310],states,11574,237544
387750.zip,content/387750/00321dbd-a5af-4bf8-b0ba-04ae7e211732,US Cases/Minnesota District Courts - Trial Level [PCSI-387750],states,517,22453
390840.zip,content/390840/00040983-3e20-450b-abbd-6b30c33f0b15,"Cases/NV Supreme Court Cases, Unpublished from 2010 [PCSI-390840]",states,8814,148007
390926.zip,content/390926/063e4c98-cf64-4f23-a293-d2b10c6b9d35,"US Cases/OK COURT ON THE JUDICIARY, APPELLATE DIVISON [PCSI-390926]",states,27,132
4298.zip,content/4298/00006185-e2ce-47e3-9cb4-c4c24a3a66ac,US Cases/AR Court of Appeals Cases from 1979 [PCSI-4298],states,8010,246614
4300.zip,content/4300/00231077-73e1-4fb5-8ad3-80c45a5b92bc,US Cases/AR Supreme Court Cases from 1837 [PCSI-4300],states,6855,541296
430497.zip,content/430497/00d7ce41-e0a0-43aa-8176-a84ba81c2954,US Cases/VA Supreme Court Unpublished Cases [PCSI-430497],states,378,1189
4306.zip,content/4306/0026d993-281e-4428-bbf8-1a3a15aca6d3,US Cases/AZ Court of Appeals Published Cases from 1965 [PCSI-4306],states,4899,197873
4310.zip,content/4310/00017a4a-4f07-4c3e-9c52-8c968d998cb0,US Cases/AZ Supreme Court Published Cases from 1866 [PCSI-4310],states,3043,170438
4860.zip,content/4860/00002e0a-beb1-435d-8056-d2f905cdd7a3,US Cases/CA Courts of Appeal Cases from 1905 [PCSI-4860],states,46217,2139604
4861.zip,content/4861/0002f51d-4aad-4d68-89f3-2eb30783b352,US Cases/CA Supreme Court Cases from 1850 [PCSI-4861],states,16421,3206488
4894.zip,content/4894/0003fb88-9648-4dcd-b717-301f0d4dfdc0,US Cases/CO Supreme Court Cases from 1864 [PCSI-4894],states,4960,423486
4895.zip,content/4895/0017ee0b-1ebc-4e4e-8bb8-95bd782afd87,US Cases/CO Court of Appeals Cases from 1891 [PCSI-4895],states,7018,375150
4920.zip,content/4920/0001affa-d72b-4fba-88f6-0a91ce7dbefd,US Cases/CT Supreme Court Cases from 1764 [PCSI-4920],states,5873,390758
4921.zip,content/4921/0000f630-e0b7-4c4f-a335-7821227d40f0,US Cases/CT Superior Court - Common Pleas Cases from 1935 [PCSI-4921],states,13761,929740
4924.zip,content/4924/06923997-e4dd-4f22-b691-fa7ba8ab6eb3,"Cases/CT Circuit Court Cases, 1961-1974 [PCSI-4924]",states,38,6545
4925.zip,content/4925/0008e8fe-4219-4757-ab2f-5dcc0e88495e,US Cases/CT Court of Appeals Cases from 1983 [PCSI-4925],states,7312,147108
5073.zip,content/5073/00085ed8-5975-4953-9613-fc2b4768db4b,US Cases/DC Court of Appeals Cases from 1925 [PCSI-5073],states,5325,196773
5077.zip,content/5077/000511eb-e8e5-4f22-85bd-3c60b8c48969,US Cases/DE Court of Chancery Cases from 1814 [PCSI-5077],states,7021,146797
5078.zip,content/5078/000004b9-b151-429f-bcbc-796c4f0adce1,Cases/DE Supreme Court Cases from 1790 [PCSI-5078],states,10527,307660
5079.zip,content/5079/00006373-6bbf-4f95-b0c5-c530640aaa05,US Cases/DE Superior Court Cases from 1885 [PCSI-5079],states,11244,506858
6253.zip,content/6253/0000738d-31ab-48d2-955f-d648af8c490b,Cases/FL Courts of Appeal Cases from 1957 [PCSI-6253],states,70284,6241528
6255.zip,content/6255/00002b09-5e07-4700-9a83-92b175d16fef,US Cases/FL Supreme Court Cases from 1846 [PCSI-6255],states,17724,1464072
6289.zip,content/6289/0002b346-667e-4f7c-ad68-727c51e581a0,US Cases/GA Court of Appeals Cases from 1907 [PCSI-6289],states,12442,690378
6291.zip,content/6291/00008d07-0766-45ac-85b7-042de949c87a,US Cases/GA Supreme Court Cases from 1846 [PCSI-6291],states,6469,893888
6423.zip,content/6423/002d0be7-a201-4654-922c-a3597a59ab85,Cases/US Court of International Trade Cases [PCSI-6423],states,3665,126098
6427.zip,content/6427/018571b2-9605-4956-943c-3ad048df084f,Cases/US Customs Court Cases [PCSI-6427],states,172,450785
6443.zip,content/6443/0003226f-3f7f-457a-a522-b89dd2f72a90,"Cases/U.S. Supreme Court Cases, Lawyers' Edition [PCSI-6443]",states,18730,4439750
6606.zip,content/6606/0032ffa9-6f3c-4727-9816-1743bc5715d2,US Cases/HI Court of Appeals Cases from 1980 [PCSI-6606],states,7271,146216
6609.zip,content/6609/0012053d-167d-4a0b-a58e-24fe654c8a1f,Cases/HI Supreme Court Cases from 1847 [PCSI-6609],states,4824,217298
6647.zip,content/6647/00062596-1025-4d5b-96ae-9db803c5387b,US Cases/ID Court of Appeals Cases from 1982 [PCSI-6647],states,3170,57784
6649.zip,content/6649/0012e5b7-243b-4780-9e06-3cc218eb4cc8,US Cases/ID Supreme Court Cases from 1866 [PCSI-6649],states,5153,133872
7238.zip,content/7238/00207301-3238-4191-97bc-4488916ed296,US Cases/KY Court of Appeals Cases from 1976 [PCSI-7238],states,4568,164948
7240.zip,content/7240/00067890-3e6d-459a-9215-77716f34c1f9,US Cases/KY Supreme Court Cases from 1785 [PCSI-7240],states,4348,712592
7256.zip,content/7256/0000eda0-9851-44f7-b264-882240fc7738,US Cases/LA Court of Appeals Cases from 1881 [PCSI-7256],states,20615,1388629
7258.zip,content/7258/0007dc1b-77a8-47b7-91e4-3165995f2ba6,US Cases/LA Supreme Court Cases from 1809 [PCSI-7258],states,12186,1744812
7682.zip,content/7682/0001a952-57f7-4ff0-90ae-cc24b648abde,US Cases/MA Court of Appeals Cases from 1972 [PCSI-7682],states,5002,312322
7683.zip,content/7683/0007220d-a42a-4adb-8fa6-01a985cf06fd,Cases/MA Supreme Judicial Court Cases from 1768 [PCSI-7683],states,6529,713996
7704.zip,content/7704/00001d52-be21-4a45-9b0c-a4c904a781d1,US Cases/MD Court of Appeals of Maryland from 1658 [PCSI-7704],states,6421,546921
7707.zip,content/7707/000fbe52-6aa7-4df4-9f36-d8f27291af79,US Cases/MD Court of Special Appeals of Maryland from 1967 [PCSI-7707],states,6809,127242
7710.zip,content/7710/01523df1-d6cf-45c5-b4b8-db06bda5cbe8,US Cases/MD Tax Court Recommendations and Orders [PCSI-7710],states,167,4895
7783.zip,content/7783/0008f13a-006d-478c-a52d-536325ac82da,Cases/MI Court of Appeals Cases from 1965 [PCSI-7783],states,15050,725515
7784.zip,content/7784/0006cba3-a5af-436f-b5af-f7934ebd6f0b,US Cases/MI Supreme Court Cases from 1841 [PCSI-7784],states,15130,1119670
7839.zip,content/7839/0001644a-f61d-4b5e-9878-f359c96a5e98,Cases/MN Appeals Court Cases from 1983 [PCSI-7839],states,13350,481112
7841.zip,content/7841/000488c6-5ad6-44b2-9d20-1b89a5cd8f45,US Cases/MN Supreme Court Cases from 1861 [PCSI-7841],states,5201,608755
7856.zip,content/7856/0016249c-7819-417f-87f7-0e92421fa836,Cases/MO Supreme Court from 1821 [PCSI-7856],states,3518,429209
7857.zip,content/7857/00016f45-eeca-44ad-98f3-2a3ae5c64f64,US Cases/MO Appeals Court Cases from 1876 [PCSI-7857],states,13748,952749
7881.zip,content/7881/00072c82-e001-4eef-90dd-5393fb1035f1,Cases/NE Supreme Court Cases from 1871 [PCSI-7881],states,3672,366553
9073.zip,content/9073/00040346-aab3-4ca6-a75b-50b00f732e24,Cases/NJ Supreme Court Cases from 1821 [PCSI-9073],states,9544,740071
9074.zip,content/9074/000a46d8-6850-487a-8f34-e992c6d68d8b,US Cases/NJ Superior Court Cases from 1948 [PCSI-9074],states,6594,288599
9082.zip,content/9082/0008f000-7d9e-4f1f-9f0d-e40e76777202,Cases/NM Court of Appeals Cases from 1966 [PCSI-9082],states,3807,69820
9084.zip,content/9084/0003c349-8d17-4664-b8f3-34fd2051338a,Cases/NM Supreme Court Cases from 1852 [PCSI-9084],states,2631,215281
9096.zip,content/9096/000516bc-c087-46e3-ac8a-a77b9fc0d6b8,US Cases/NY Court of Appeals Cases from 1794 [PCSI-9096],states,14111,2826531
9108.zip,content/9108/0014ef9b-d181-499b-9bc5-f8239c389c4c,Cases/NC Court of Appeals Cases from 1968 [PCSI-9108],states,9426,701737
9113.zip,content/9113/000812fe-889c-4719-be4e-1b35bb63f424,Cases/NC Supreme Court Cases from 1778 [PCSI-9113],states,7143,943243
9119.zip,content/9119/0182af20-9324-4b9e-b8f2-9769ef802cb4,US Cases/ND Appeals Court Cases from 1987 [PCSI-9119],states,27,867
9249.zip,content/9249/000386bb-91ee-4600-8dbc-4a4ff80db8b0,Cases/OH Supreme Court Cases from 1821 [PCSI-9249],states,15457,1062880
9250.zip,content/9250/00042524-f2c8-46be-8dc6-cb874e2d6e0f,US Cases/OH Courts of Appeals Cases from 1913 [PCSI-9250],states,37294,1284241
9270.zip,content/9270/0017454f-00c8-4a4e-bec8-46fd2cf61094,Cases/OK Court of Criminal Appeals from 1908 [PCSI-9270],states,1609,170459
9271.zip,content/9271/001ee73c-f804-4def-b0f9-cc630419f6a1,US Cases/OK Court of Appeals Cases from 1968 [PCSI-9271],states,2300,71239
9282.zip,content/9282/0003c9ec-ed0f-4bec-a268-cfc94d3de496,US Cases/OR Courts of Appeals Cases from 1969 [PCSI-9282],states,9652,767024
9284.zip,content/9284/000144d7-661d-4088-9de7-d080bcd4888f,Cases/OR Supreme Court Cases from 1847 [PCSI-9284],states,4622,487064
9285.zip,content/9285/000ea5a4-40c3-4981-8a94-ebd4b3cdb85b,Cases/OR Tax Court Cases from 1962 [PCSI-9285],states,4362,75061
9295.zip,content/9295/0007b844-f7a9-461e-bcd1-258191e398fa,Cases/PA Commonwealth Court Cases from 1971 [PCSI-9295],states,8391,347947
9296.zip,content/9296/000063d1-c30d-4140-8a61-67bb2e978af7,Cases/PA Supreme Court Cases from 1754 [PCSI-9296],states,20623,984661
9570.zip,content/9570/00074a40-c07f-4a60-b229-728121d3416f,Cases/SC Court of Appeals Cases from 1983 [PCSI-9570],states,3252,56415
9571.zip,content/9571/00093696-026c-4ff8-a640-56b855463932,US Cases/SC Supreme Court Cases from 1867 [PCSI-9571],states,5376,255956
